40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
99.939256;99.882347;99.823518;99.762864;99.700485;99.636488;99.570982;99.504084;99.435914;99.366597;99.296262;99.225042;99.153073;99.080494;99.007448;98.934079;98.860534;98.786961;98.713511;98.640335;98.567583;98.495408;98.423961;98.353393;98.283854;98.215492;98.148455;98.082887;98.018931;97.956725;97.896406;97.838107;97.781954;97.728074;97.676584;97.627599;97.581228;97.537575;97.496736;97.458803;97.423859;97.391983;97.363243;97.337703;97.315415;97.296424;97.280761;97.26844;97.259438;97.253595;97.252296
100;99.998837;99.99763;99.996382;99.995094;99.993768;99.992407;99.991014;99.98959;99.988139;99.986664;99.985167;99.983651;99.98212;99.980576;99.979022;99.977463;99.9759;99.974338;99.97278;99.971229;99.969688;99.968161;99.966651;99.965162;99.963697;99.962258;99.96085;99.959476;99.958138;99.95684;99.955584;99.954374;99.953213;99.952102;99.951044;99.950043;99.9491;99.948217;99.947397;99.946642;99.945952;99.94533;99.944777;99.944295;99.943884;99.943544;99.943278;99.943083;99.942956;99.942928
100;99.999978;99.999956;99.999933;99.999909;99.999884;99.999859;99.999833;99.999807;99.99978;99.999753;99.999725;99.999697;99.999668;99.99964;99.999611;99.999582;99.999553;99.999524;99.999495;99.999466;99.999437;99.999409;99.999381;99.999353;99.999326;99.9993;99.999273;99.999248;99.999223;99.999199;99.999176;99.999153;99.999132;99.999111;99.999091;99.999073;99.999055;99.999039;99.999024;99.99901;99.998997;99.998985;99.998975;99.998966;99.998959;99.998952;99.998947;99.998944;99.998941;99.998941
100;100;99.999999;99.999999;99.999998;99.999998;99.999997;99.999997;99.999996;99.999996;99.999995;99.999995;99.999994;99.999994;99.999993;99.999993;99.999992;99.999992;99.999991;99.999991;99.99999;99.99999;99.999989;99.999989;99.999988;99.999987;99.999987;99.999987;99.999986;99.999986;99.999985;99.999985;99.999984;99.999984;99.999984;99.999983;99.999983;99.999982;99.999982;99.999982;99.999982;99.999981;99.999981;99.999981;99.999981;99.999981;99.999981;99.99998;99.99998;99.99998;99.99998
100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
100.027498;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
100.674654;100.314526;100.003194;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
101.08735;100.704984;100.369486;100.117025;100.000002;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
101.553077;101.157158;100.798322;100.485859;100.223526;100.000419;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
102.035963;101.626807;101.240734;100.885607;100.570418;100.307144;100.114183;100.000002;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
102.544012;102.127369;101.726968;101.349296;101.001756;100.691793;100.424849;100.201036;100.012146;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
103.085596;102.663921;102.252327;101.85566;101.479767;101.131446;100.818137;100.547095;100.323454;100.146046;100.001332;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
103.66192;103.237681;102.819086;102.40974;102.014058;101.637305;101.28553;100.965288;100.683119;100.444821;100.254347;100.110742;100.000001;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
104.27667;103.851765;103.429045;103.011166;102.60143;102.203873;101.823323;101.46535;101.136039;100.841494;100.587098;100.376747;100.212203;100.091116;100.000001;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
104.933764;104.509844;104.085426;103.662435;103.243279;102.830952;102.429115;102.042172;101.675254;101.334084;101.0246;100.752307;100.521417;100.334036;100.189511;100.082858;100.000917;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
105.63759;105.21612;104.792074;104.366811;103.94205;103.519947;103.103183;102.695054;102.299544;101.921352;101.565828;101.238724;100.945705;100.691581;100.479383;100.309531;100.179224;100.081734;100.005808;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
106.393412;105.975738;105.553882;105.128768;104.701583;104.273831;103.847411;103.42469;103.008596;102.602693;102.211243;101.839194;101.492048;101.175521;100.894942;100.654403;100.455836;100.29839;100.178572;100.091683;100.034148;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
107.207596;106.794999;106.376991;105.954165;105.527295;105.097387;104.665726;104.233942;103.804086;103.37871;102.960954;102.55462;102.164213;101.794896;101.452296;101.142093;100.86933;100.637532;100.447882;100.298836;100.186409;100.104871;100.047062;100.005132;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
108.087964;107.681701;107.269113;106.850534;106.426425;105.997407;105.564294;105.128146;104.690322;104.252544;103.816983;103.386338;102.963927;102.553757;102.160552;101.789683;101.446933;101.138019;100.867845;100.639588;100.453905;100.308656;100.199353;100.120173;100.065026;100.027837;100.001523;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
109.04427;108.645622;108.239999;107.827536;107.408457;106.983087;106.551884;106.115471;105.674674;105.230573;104.784561;104.338412;103.894373;103.455243;103.024475;102.606246;102.205484;101.827784;101.479155;101.165494;100.891789;100.661156;100.47404;100.327985;100.218161;100.138429;100.082457;100.044477;100.019378;100.002964;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
110.088901;109.699214;109.302133;108.897646;108.485791;108.066674;107.640484;107.207515;106.768191;106.323103;105.873048;105.419082;104.962582;104.50532;104.049555;103.598127;103.154564;102.723164;102.309036;101.918029;101.556478;101.230666;100.945973;100.705844;100.510895;100.358635;100.244014;100.160571;100.101633;100.061173;100.034208;100.016894;100.006412;100.000133;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
111.2379;110.85864;110.471778;110.077191;109.674785;109.264498;108.846322;108.420305;107.986576;107.545362;107.097019;106.642062;106.181208;105.715431;105.246024;104.774681;104.30359;103.83554;103.374042;102.923437;102.488961;102.076722;101.693482;101.346145;101.040892;100.782021;100.570873;100.405342;100.280345;100.189042;100.124226;100.079338;100.048958;100.028883;100.015985;100.007997;100.003285;100.000709;100;100;100;100;100;100;100;100;100;100;100;100;100
