112.512571;112.145385;111.770593;111.387994;110.997394;110.598618;110.19151;109.775945;109.351838;108.919155;108.477932;108.028291;107.570471;107.104859;106.632027;106.152792;105.668275;105.179987;104.689925;104.200697;103.71565;103.239017;102.776035;102.332987;101.91709;101.536079;101.197384;100.906875;100.667473;100.478229;100.334469;100.229018;100.153868;100.101538;100.065779;100.041748;100.025865;100.015557;100.009015;100.004978;100.002579;100.001223;100.000509;100.000171;100.000035;100;100;100;100;100;100
113.94205;113.588861;113.228269;112.860021;112.48386;112.099532;111.706785;111.305374;110.895069;110.475655;110.046948;109.608801;109.161118;108.703874;108.237139;107.761104;107.276121;106.782755;106.281841;105.77457;105.262587;104.748118;104.234119;103.724457;103.224086;102.739198;102.277272;101.846866;101.456995;101.115923;100.829461;100.599313;100.4224;100.291709;100.19825;100.133039;100.08834;100.058096;100.037837;100.024387;100.015539;100.009776;100.006067;100.003712;100.002241;100.001339;100.000796;100.000479;100.000298;100.000199;100.000167
115.430327;115.092833;114.751647;114.406728;114.058019;113.701195;113.33583;112.961595;112.578158;112.185186;111.78235;111.369325;110.945804;110.511497;110.066146;109.609539;109.141526;108.662044;108.171146;107.669046;107.156172;106.633235;106.101327;105.562039;105.01762;104.471166;103.926864;103.390239;102.868406;102.370185;101.905921;101.486711;101.122792;100.821173;100.583392;100.404807;100.276137;100.186305;100.124912;100.083499;100.055766;100.037263;100.024944;100.016755;100.011322;100.007732;100.005376;100.003852;100.002892;100.00231;100.002108
116.997125;116.674719;116.348649;116.018812;115.685112;115.347452;115.005743;114.659909;114.30989;113.955571;113.591965;113.21858;112.834977;112.440709;112.035325;111.618368;111.189387;110.747937;110.293594;109.825968;109.344718;108.849586;108.340425;107.817259;107.280349;106.730286;106.168128;105.595566;105.015163;104.430653;103.847311;103.272378;102.715455;102.188649;101.706102;101.282312;100.928968;100.651101;100.444908;100.299283;100.20005;100.13388;100.090213;100.061481;100.042558;100.030073;100.021845;100.016468;100.013038;100.010927;100.010191
118.720881;118.415884;118.10783;117.796624;117.482172;117.16438;116.843157;116.518423;116.190118;115.858204;115.52265;115.183343;114.839925;114.491681;114.137742;113.777538;113.405773;113.022275;112.626776;112.218801;111.797709;111.362781;110.913281;110.448484;109.967677;109.470182;108.955376;108.422747;107.871955;107.302929;106.716017;106.112183;105.493302;104.86257;104.225068;103.588491;102.963986;102.366852;101.816449;101.334138;100.938115;100.636268;100.422186;100.278738;100.186003;100.127108;100.089972;100.066705;100.052373;100.043792;100.040836
120.661545;120.377052;120.090405;119.80154;119.510392;119.216893;118.920974;118.622564;118.321591;118.01798;117.711656;117.402542;117.090565;116.775654;116.45775;116.136816;115.812848;115.485872;115.155869;114.822582;114.485285;114.142913;113.794723;113.433553;113.059115;112.671017;112.268593;111.850917;111.416905;110.965381;110.4951;110.004753;109.492976;108.958366;108.399536;107.815198;107.204307;106.566309;105.901542;105.211895;104.501862;103.78016;103.062009;102.371708;101.743628;101.217034;100.820376;100.553843;100.391502;100.299114;100.268437
122.899673;122.639666;122.379015;122.117718;121.855774;121.593191;121.329984;121.066173;120.801789;120.53687;120.271467;120.005643;119.739474;119.473051;119.206485;118.939905;118.673466;118.407346;118.141754;117.876932;117.613161;117.350763;117.090108;116.83162;116.575783;116.323147;116.074333;115.83004;115.591049;115.358231;115.132571;114.915208;114.707482;114.510794;114.326013;114.152852;113.991488;113.830546;113.672153;113.518422;113.37106;113.231494;113.101068;112.981123;112.872977;112.777873;112.696918;112.631;112.580604;112.544886;112.531582
125.660956;125.427956;125.196071;124.965367;124.735916;124.507797;124.28109;124.055882;123.832267;123.610342;123.390212;123.171987;122.955784;122.741725;122.529942;122.32057;122.113754;121.909643;121.708397;121.510178;121.315159;121.123518;120.93544;120.751116;120.570743;120.394524;120.222667;120.055384;119.892893;119.735412;119.583165;119.436374;119.295264;119.160059;119.030981;118.908249;118.792079;118.68268;118.580255;118.484998;118.397094;118.316716;118.244023;118.179159;118.122248;118.073391;118.032657;118.000058;117.975478;117.95824;117.95185
128.816565;128.613693;128.412558;128.213239;128.015814;127.820366;127.626978;127.435737;127.24673;127.060048;126.875784;126.694032;126.514889;126.338453;126.164825;125.994108;125.826406;125.661824;125.50047;125.342453;125.187882;125.03687;124.889527;124.745966;124.6063;124.470642;124.339105;124.211802;124.088844;123.970342;123.856406;123.747144;123.642661;123.54306;123.448443;123.358905;123.274542;123.195442;123.121691;123.053368;122.990549;122.933302;122.881689;122.835763;122.795569;122.761138;122.732486;122.709591;122.69235;122.68027;122.675794
132.08343;131.911618;131.741627;131.573524;131.407379;131.24326;131.081237;130.921381;130.763762;130.608453;130.455526;130.305054;130.157111;130.011771;129.869107;129.729195;129.592108;129.457921;129.326708;129.198544;129.073503;128.951658;128.833083;128.71785;128.606031;128.497696;128.392915;128.291757;128.194289;128.100577;128.010685;127.924676;127.842609;127.764544;127.690537;127.620641;127.554908;127.493387;127.436122;127.383156;127.334528;127.290274;127.250425;127.215007;127.18404;127.157537;127.135498;127.117898;127.104651;127.095373;127.091936
135.242206;135.100482;134.96044;134.822132;134.685612;134.550936;134.418157;134.287329;134.158509;134.031749;133.907106;133.784633;133.664385;133.546416;133.430781;133.317532;133.206725;133.098411;132.992644;132.889475;132.788956;132.691138;132.59607;132.503803;132.414384;132.327861;132.24428;132.163688;132.086126;132.01164;131.94027;131.872057;131.807039;131.745253;131.686735;131.63152;131.579638;131.53112;131.485995;131.444287;131.406022;131.37122;131.339899;131.312076;131.28776;131.266958;131.249665;131.235859;131.22547;131.218195;131.2155
138.132591;138.01848;137.905821;137.794654;137.685021;137.576964;137.470524;137.365742;137.262659;137.161315;137.061753;136.964011;136.868131;136.774151;136.682111;136.592051;136.504007;136.41802;136.334125;136.252361;136.172762;136.095366;136.020207;135.94732;135.876737;135.808492;135.742616;135.679142;135.618098;135.559513;135.503417;135.449836;135.398796;135.350322;135.304437;135.261165;135.220526;135.18254;135.147226;135.1146;135.084678;135.057474;135.033;135.011264;134.992274;134.976031;134.962531;134.951755;134.943646;134.937969;134.935866
140.654968;140.565018;140.476265;140.388742;140.302479;140.217508;140.133859;140.051565;139.970654;139.891157;139.813105;139.736526;139.661451;139.587907;139.515925;139.445531;139.376755;139.309622;139.244161;139.180397;139.118357;139.058065;138.999547;138.942826;138.887927;138.834873;138.783685;138.734386;138.686995;138.641535;138.598023;138.55648;138.516921;138.479366;138.44383;138.410327;138.378874;138.349483;138.322167;138.296937;138.273804;138.252777;138.233863;138.217069;138.202398;138.189851;138.179425;138.171103;138.164842;138.160458;138.158835
142.769448;142.699793;142.631095;142.563378;142.496664;142.430977;142.366341;142.302778;142.24031;142.178959;142.118749;142.0597;142.001834;141.945172;141.889735;141.835544;141.782618;141.730977;141.680641;141.631629;141.58396;141.53765;141.492719;141.449183;141.40706;141.366365;141.327115;141.289324;141.253008;141.218181;141.184856;141.153046;141.122765;141.094024;141.066835;141.041208;141.017153;140.99468;140.973797;140.954512;140.936833;140.920766;140.906315;140.893485;140.882279;140.872697;140.864734;140.858379;140.853597;140.85025;140.84901
144.484521;144.431354;144.378933;144.327276;144.276401;144.226324;144.177062;144.128632;144.081051;144.034335;143.988501;143.943563;143.899539;143.856442;143.814289;143.773095;143.732873;143.693639;143.655406;143.618188;143.581999;143.546851;143.512758;143.479731;143.447782;143.416925;143.387169;143.358525;143.331005;143.304619;143.279375;143.255284;143.232354;143.210594;143.190012;143.170616;143.152412;143.135407;143.119608;143.10502;143.091647;143.079495;143.068567;143.058865;143.050391;143.043146;143.037125;143.032321;143.028706;143.026176;143.025238
145.839661;145.799538;145.759986;145.72102;145.68265;145.644891;145.607754;145.571252;145.535398;145.500202;145.465678;145.431836;145.398688;145.366246;145.33452;145.303521;145.273261;145.243748;145.214994;145.187008;145.159801;145.133381;145.107758;145.08294;145.058937;145.035757;145.013408;144.991897;144.971233;144.951423;144.932473;144.914391;144.897183;144.880854;144.865411;144.850859;144.837203;144.824448;144.812598;144.801657;144.791628;144.782516;144.774321;144.767047;144.760694;144.755262;144.750749;144.747147;144.744437;144.74254;144.741837
146.88886;146.858844;146.829261;146.800119;146.771429;146.743199;146.715439;146.688158;146.661364;146.635066;146.609274;146.583995;146.559238;146.535012;146.511323;146.488181;146.465593;146.443566;146.422107;146.401225;146.380926;146.361217;146.342105;146.323596;146.305696;146.288411;146.271748;146.255712;146.240309;146.225543;146.21142;146.197945;146.185122;146.172955;146.161449;146.150608;146.140435;146.130934;146.122107;146.113958;146.106489;146.099703;146.0936;146.088183;146.083452;146.079407;146.076047;146.073365;146.071347;146.069935;146.069411
147.688692;147.666387;147.644406;147.622755;147.601442;147.580473;147.559855;147.539595;147.519699;147.500174;147.481026;147.46226;147.443885;147.425904;147.408325;147.391152;147.374393;147.358051;147.342133;147.326643;147.311587;147.29697;147.282797;147.269072;147.2558;147.242985;147.230632;147.218745;147.207327;147.196383;147.185915;147.175929;147.166426;147.15741;147.148885;147.140852;147.133315;147.126276;147.119737;147.1137;147.108167;147.10314;147.098619;147.094607;147.091103;147.088107;147.085617;147.083631;147.082136;147.08109;147.080703
148.291351;148.274859;148.258607;148.242601;148.226846;148.211346;148.196107;148.181134;148.166431;148.152002;148.137854;148.123989;148.110414;148.097131;148.084145;148.071461;148.059082;148.047013;148.035258;148.02382;148.012703;148.00191;147.991446;147.981313;147.971515;147.962056;147.952937;147.944163;147.935736;147.927658;147.919934;147.912564;147.905551;147.898899;147.892608;147.886681;147.881119;147.875926;147.871101;147.866647;147.862565;147.858857;147.855522;147.852562;147.849977;147.847767;147.84593;147.844465;147.843363;147.842591;147.842305
148.741508;148.729359;148.717388;148.705598;148.693994;148.682579;148.671356;148.66033;148.649503;148.638879;148.628461;148.618254;148.608259;148.59848;148.588921;148.579585;148.570473;148.56159;148.552938;148.54452;148.536338;148.528396;148.520696;148.51324;148.506031;148.49907;148.492361;148.485906;148.479706;148.473764;148.468081;148.462659;148.457501;148.452607;148.44798;148.44362;148.43953;148.43571;148.432161;148.428886;148.425884;148.423156;148.420703;148.418526;148.416625;148.415;148.413649;148.412572;148.411761;148.411194;148.410983
149.075589;149.066664;149.05787;149.04921;149.040687;149.032302;149.024059;149.015961;149.00801;149.000208;148.992558;148.985062;148.977723;148.970543;148.963524;148.956668;148.949979;148.943457;148.937105;148.930925;148.924919;148.919089;148.913437;148.907964;148.902672;148.897563;148.892639;148.887901;148.883351;148.87899;148.874819;148.87084;148.867055;148.863463;148.860068;148.856868;148.853867;148.851064;148.84846;148.846056;148.843853;148.841852;148.840052;148.838455;148.83706;148.835867;148.834876;148.834086;148.833491;148.833075;148.83292
149.322347;149.315804;149.309358;149.303009;149.296761;149.290615;149.284573;149.278637;149.272808;149.26709;149.261483;149.255989;149.25061;149.245348;149.240205;149.235181;149.230278;149.225499;149.220845;149.216316;149.211915;149.207644;149.203502;149.199492;149.195615;149.191872;149.188264;149.184793;149.181459;149.178264;149.175208;149.172294;149.16952;149.166889;149.164402;149.162058;149.159859;149.157806;149.155899;149.154138;149.152524;149.151058;149.14974;149.14857;149.147548;149.146675;149.145949;149.14537;149.144934;149.144629;149.144516
149.503971;149.499181;149.494462;149.489815;149.485241;149.480742;149.47632;149.471975;149.467709;149.463524;149.45942;149.4554;149.451463;149.447612;149.443848;149.440171;149.436584;149.433086;149.42968;149.426366;149.423146;149.42002;149.41699;149.414055;149.411218;149.40848;149.40584;149.4033;149.400861;149.398523;149.396288;149.394155;149.392126;149.390201;149.388381;149.386667;149.385058;149.383556;149.38216;149.380872;149.379692;149.378619;149.377655;149.376799;149.376051;149.375412;149.374881;149.374458;149.374139;149.373916;149.373833
149.637309;149.633806;149.630356;149.626958;149.623614;149.620324;149.617091;149.613914;149.610795;149.607735;149.604735;149.601795;149.598917;149.596102;149.59335;149.590662;149.588039;149.585482;149.582992;149.58057;149.578216;149.575931;149.573715;149.57157;149.569497;149.567495;149.565565;149.563708;149.561926;149.560217;149.558583;149.557024;149.555541;149.554134;149.552804;149.55155;149.550375;149.549277;149.548257;149.547315;149.546452;149.545668;149.544964;149.544338;149.543792;149.543325;149.542936;149.542627;149.542394;149.542231;149.54217
149.735014;149.732455;149.729934;149.727452;149.725008;149.722605;149.720243;149.717922;149.715643;149.713408;149.711216;149.709068;149.706966;149.704909;149.702899;149.700935;149.699019;149.697152;149.695333;149.693563;149.691843;149.690174;149.688556;149.686989;149.685474;149.684012;149.682602;149.681246;149.679944;149.678696;149.677502;149.676364;149.67528;149.674253;149.673281;149.672366;149.671507;149.670705;149.66996;149.669272;149.668642;149.668069;149.667555;149.667098;149.666699;149.666357;149.666074;149.665848;149.665678;149.665558;149.665514
149.806511;149.804643;149.802802;149.800989;149.799205;149.79745;149.795725;149.794031;149.792367;149.790735;149.789134;149.787566;149.786031;149.78453;149.783062;149.781628;149.780229;149.778866;149.777538;149.776246;149.77499;149.773771;149.77259;149.771446;149.77034;149.769272;149.768243;149.767253;149.766302;149.765391;149.76452;149.763689;149.762898;149.762147;149.761438;149.76077;149.760143;149.759557;149.759014;149.758512;149.758051;149.757633;149.757258;149.756924;149.756633;149.756384;149.756177;149.756012;149.755887;149.7558;149.755768
149.858777;149.857414;149.85607;149.854747;149.853445;149.852164;149.850905;149.849668;149.848454;149.847263;149.846094;149.84495;149.84383;149.842734;149.841662;149.840616;149.839595;149.8386;149.837631;149.836688;149.835771;149.834882;149.83402;149.833185;149.832378;149.831599;149.830848;149.830125;149.829431;149.828766;149.82813;149.827524;149.826947;149.826399;149.825881;149.825394;149.824936;149.824509;149.824112;149.823746;149.82341;149.823105;149.822831;149.822587;149.822375;149.822193;149.822042;149.821921;149.821831;149.821767;149.821744
149.896957;149.895962;149.894981;149.894016;149.893066;149.892131;149.891213;149.89031;149.889424;149.888555;149.887703;149.886868;149.88605;149.885251;149.884469;149.883706;149.882961;149.882235;149.881528;149.88084;149.880171;149.879522;149.878893;149.878284;149.877695;149.877127;149.876579;149.876052;149.875545;149.87506;149.874596;149.874154;149.873733;149.873333;149.872955;149.8726;149.872266;149.871954;149.871665;149.871397;149.871152;149.87093;149.87073;149.870552;149.870397;149.870264;149.870154;149.870066;149.87;149.869954;149.869937
149.924832;149.924106;149.923391;149.922686;149.921993;149.921312;149.920641;149.919983;149.919337;149.918703;149.918081;149.917472;149.916876;149.916292;149.915722;149.915165;149.914622;149.914092;149.913576;149.913075;149.912587;149.912114;149.911655;149.91121;149.910781;149.910366;149.909966;149.909582;149.909213;149.908859;149.90852;149.908197;149.90789;149.907599;149.907323;149.907064;149.90682;149.906593;149.906382;149.906187;149.906008;149.905846;149.9057;149.90557;149.905457;149.905361;149.90528;149.905216;149.905168;149.905134;149.905122
149.945175;149.944645;149.944124;149.94361;149.943105;149.942607;149.942119;149.941639;149.941167;149.940705;149.940251;149.939807;149.939372;149.938947;149.938531;149.938125;149.937728;149.937342;149.936966;149.9366;149.936244;149.935899;149.935564;149.93524;149.934927;149.934624;149.934333;149.934052;149.933783;149.933525;149.933278;149.933043;149.932819;149.932606;149.932405;149.932216;149.932038;149.931873;149.931719;149.931576;149.931446;149.931328;149.931221;149.931127;149.931044;149.930974;149.930915;149.930868;149.930833;149.930809;149.930799
149.960017;149.959631;149.959251;149.958876;149.958508;149.958145;149.957789;149.957438;149.957095;149.956757;149.956427;149.956103;149.955786;149.955475;149.955172;149.954876;149.954587;149.954305;149.954031;149.953764;149.953504;149.953253;149.953009;149.952772;149.952544;149.952323;149.952111;149.951906;149.95171;149.951522;149.951342;149.95117;149.951006;149.950851;149.950705;149.950567;149.950437;149.950316;149.950204;149.9501;149.950005;149.949919;149.949841;149.949773;149.949712;149.949661;149.949618;149.949584;149.949558;149.949541;149.949534
149.970844;149.970563;149.970285;149.970012;149.969743;149.969479;149.969219;149.968964;149.968713;149.968467;149.968226;149.96799;149.967758;149.967532;149.967311;149.967095;149.966884;149.966679;149.966479;149.966284;149.966095;149.965911;149.965733;149.965561;149.965394;149.965234;149.965079;149.964929;149.964786;149.964649;149.964518;149.964392;149.964273;149.96416;149.964054;149.963953;149.963858;149.96377;149.963688;149.963613;149.963543;149.96348;149.963424;149.963374;149.96333;149.963292;149.963261;149.963236;149.963218;149.963204;149.9632
149.978741;149.978535;149.978333;149.978134;149.977938;149.977745;149.977555;149.977369;149.977186;149.977007;149.976831;149.976659;149.97649;149.976325;149.976164;149.976007;149.975853;149.975703;149.975557;149.975415;149.975278;149.975144;149.975014;149.974888;149.974767;149.97465;149.974537;149.974428;149.974323;149.974223;149.974128;149.974036;149.973949;149.973867;149.973789;149.973716;149.973647;149.973583;149.973523;149.973468;149.973417;149.973371;149.97333;149.973293;149.973261;149.973234;149.973211;149.973193;149.97318;149.97317;149.973166
149.984499;149.984349;149.984202;149.984057;149.983914;149.983773;149.983635;149.983499;149.983366;149.983235;149.983107;149.982981;149.982858;149.982738;149.982621;149.982506;149.982394;149.982284;149.982178;149.982075;149.981974;149.981876;149.981782;149.98169;149.981602;149.981516;149.981434;149.981354;149.981278;149.981205;149.981136;149.981069;149.981006;149.980946;149.980889;149.980835;149.980785;149.980738;149.980695;149.980654;149.980618;149.980584;149.980554;149.980527;149.980504;149.980484;149.980468;149.980454;149.980444;149.980437;149.980435
149.988698;149.988589;149.988481;149.988376;149.988271;149.988169;149.988068;149.987969;149.987872;149.987777;149.987683;149.987592;149.987502;149.987414;149.987329;149.987245;149.987163;149.987084;149.987006;149.986931;149.986857;149.986786;149.986717;149.98665;149.986586;149.986523;149.986463;149.986405;149.98635;149.986297;149.986246;149.986197;149.986151;149.986107;149.986066;149.986027;149.98599;149.985956;149.985924;149.985895;149.985868;149.985844;149.985822;149.985802;149.985785;149.985771;149.985759;149.985749;149.985742;149.985737;149.985735
149.99176;149.99168;149.991602;149.991525;149.991449;149.991374;149.991301;149.991228;149.991158;149.991088;149.99102;149.990953;149.990888;149.990824;149.990761;149.9907;149.990641;149.990583;149.990526;149.990471;149.990418;149.990366;149.990316;149.990267;149.99022;149.990174;149.990131;149.990088;149.990048;149.990009;149.989972;149.989937;149.989903;149.989871;149.989841;149.989812;149.989786;149.989761;149.989738;149.989716;149.989697;149.989679;149.989663;149.989649;149.989636;149.989626;149.989617;149.98961;149.989605;149.989601;149.989599
